timestamp,method
1654768091678,X
1654768091690,X
1654768091695,X
1654768092018,X
1654768092414,X
1654768092647,CSR
1654768093140,firstRender
1654768093199,CSR
1654768093209,CSR
1654768093227,CSR
1654768093232,CSR
1654768093239,CSR
1654768093243,CSR
1654768093250,CSR
1654768093253,CSR
1654768093260,CSR
1654768093263,CSR
1654768093267,CSR
1654768093272,CSR
1654768093297,CSR
1654768093312,CSR
1654768093318,CSR
1654768093324,CSR
1654768093336,CSR
1654768093348,CSR
1654768093473,CSR
1654768093487,CSR
1654768093653,CSR
1654768093726,CSR
1654768093788,CSR
1654768093844,CSR
1654768093901,CSR
1654768093959,CSR
1654768094009,CSR
1654768094071,CSR
1654768094125,CSR
1654768094181,CSR
1654768094241,CSR
1654768094330,CSR
1654768094349,CSR
1654768094388,CSR
1654768094668,CSR
1654768094672,SSR
1654768094683,SSR
1654768094687,SSR
1654768094691,SSR
1654768094705,SSR
1654768094711,SSR
1654768094741,SSR
1654768094775,SSR
1654768095132,SSR
1654768095138,SSR
1654768095141,SSR
1654768095380,SSR
1654768095436,SSR
1654768095472,SSR
1654768095508,CSR
1654768095546,CSR
1654768095587,CSR
1654768095589,CSR
1654768095592,CSR
1654768095594,CSR
1654768095598,CSR
1654768095631,CSR
1654768095633,CSR
1654768095640,X
1654768095641,X
1654768095655,X
1654768095656,X
1654768095668,X
1654768095669,X
1654768095684,X
1654768095686,X
1654768095702,X
1654768095703,X
1654768095715,X
1654768095717,X
1654768095731,X
1654768095733,X
1654768095887,X
1654768095917,X
1654768095930,X
1654768095939,X
1654768095951,X
1654768095953,X
1654768095954,X
1654768095961,X
1654768095966,X
1654768095967,X
1654768095974,X
1654768095976,X
1654768095989,X
1654768095991,X
1654768095992,X
1654768096000,X
1654768096001,X
1654768096014,X
1654768096015,X
1654768096022,X
1654768096027,X
1654768096036,X
1654768096037,X
1654768096039,X
1654768096040,X
1654768096047,X
1654768096051,X
1654768096052,X
1654768096066,X
1654768096068,X
1654768096284,X
1654768096285,X
1654768096298,X
1654768096299,X
1654768096310,X
1654768096311,X
1654768096323,X
1654768096324,X
1654768096336,X
1654768096337,X
1654768096349,X
1654768096350,X
1654768096362,X
1654768096363,X
1654768096374,X
1654768096376,X
1654768096387,X
1654768096388,X
1654768096400,X
1654768096402,X
1654768096621,X
1654768096623,X
1654768096627,X
1654768096629,X
